ISIN,Values
US207597EL50,1080617.6
US278865AL43,1080331.64
US571903BE27,1080266.917
XS1327028459,1080117.129
US904764AX59,1079439.444
US369604BH58,1079349.508
US29278NAF06,1079221.5
US09062XAE31,1079171.361
XS2083976139,1079127.7
XS1721422902,1079025.522
US29250NAZ87,1078961.806
XS1879223565,1078501.845
US857477AL77,1078286.111
XS1879112495,1078100.914
US58933YBA29,1078081.444
US606822AG93,1078030.252
US05565EAW57,1077992.333
US56501RAD89,1077823.5
US767201AD89,1077640.438
XS0306647792,1077460.002
XS1493322355,1077221.567
US65557FAD87,1077211.056
XS0875797515,1077137.807
XS1214406792,1077010
XS1580476759,1076969.225
US023135BN51,1076850.278
US872540AQ25,1076821.5
US855244AN97,1076564.333
US780097BP50,1076513.833
XS2153593103,1076500.647
US29444UBC99,1076404.167
US69342NAA90,1076394.556
XS1702729275,1076374.491
US05531FBH55,1076339.667
US87165BAG86,1076265
US70450YAH62,1075996.222
US40434LAB18,1075726.667
US06406RAE71,1075666.056
US10373QAW06,1075311.61
CA884903BW40,1075258.132
US82655AAC71,1074854.167
US26835PAF71,1074829.028
US337738BB35,1074588.5
US62947QAW87,1074395.917
US046353AU26,1074379.479
XS2191305544,1074232.6
US202795JM30,1074228.267
US200447AF75,1074201.389
US460146CF85,1074155.734
US494550BL94,1074023.167
US717081DH33,1073896.333
XS1769041606,1073893.608
US853254BN98,1073381.306
US606839AB40,1073367.75
US36166NAD57,1073287
US05526DBG97,1073232.056
US24422ETG43,1073172.444
US904678AF64,1072733.417
US883556BN17,1072722.333
US11134LAP40,1072617.293
US067901AH18,1072535.625
US606822BJ24,1072528.056
US42809HAG20,1072508
US857477BE26,1072323.833
US29278NAN30,1072044.582
US438516BZ80,1071396.667
XS1309436910,1071334.233
XS1141969912,1071279.124
US372546AW14,1070740.406
XS0502286908,1070665.307
US902494AT07,1070590
US29273RBD08,1070529.5
US89153VAS88,1070402
US458140AR18,1070388.889
US60284MAB81,1070250
US14913Q3B33,1070072.778
XS2079176306,1070059.375
US06367WMQ32,1070003.333
US980236AM52,1069783.611
US224044CA34,1069690.444
US75513EAD31,1069452
US63946BAH33,1069296.194
US718172AW92,1069013.55
US80282KAW62,1068961.333
US55336VAE02,1068944.228
US25466AAP66,1068399.45
XS0735770637,1068377.184
US69832AAB26,1068315.75
US22822VAB71,1068314.95
US375558BC64,1068083.833
US29278NAE31,1067946.667
US80282KBB17,1067930.5
US63906AAA88,1067917.639
US29273RAQ20,1067801.667
XS2170736263,1067742.716
US251526BR93,1067590.056
US89153UAF84,1067532.056
FR0013290749,1066848.759
US638612AM35,1066736.333
US166764BX70,1066731.083
US94973VBA44,1066622.667
US880451AZ24,1066420.556
US25243YBD04,1066369.444
US06406RAL15,1066303.333
US04686JAA97,1066270.333
US552081AD31,1066174.093
XS1139315581,1066114.779
XS1134541561,1066073.211
US03524BAF31,1065811.246
US98417EAT73,1065766.404
US86722TAB89,1065537.625
US437076AZ51,1065441
US928668BD33,1065361.417
US86562MBT62,1065290
US12189LBE02,1064557.404
US74977RDF82,1064543.5
XS2025575114,1064414.222
US05964HAE53,1064181.861
US911312BK14,1064116
US761713BF23,1064032.111
US87164KAH77,1063959.944
US224044BW62,1063432.944
DE000A2TSTD0,1063244.761
XS1823532640,1062496.223
US491674BG15,1062387.392
US804133AA45,1062241.944
US29273RBJ77,1061968.972
XS0192503695,1061861.003
XS0161488498,1061792.208
US369604BV43,1061680
US023135AW69,1061651
US74735K2A99,1061573.611
XS1896661870,1061569.138
US00287YAX76,1061310.333
US00287YAP43,1060849.889
US90331HPL14,1060819.611
US254687FW18,1060756.333
US453140AB17,1060746.111
US423012AD54,1060566.5
US970648AG61,1060514
US87969NAC92,1060492.333
US02209SBA06,1060007.889
XS2081016763,1059998.863
US871829BM89,1059987.5
US30231GBC50,1059853.5
US780153AY85,1059833.083
US21987BBB36,1059635
US05526DBP96,1059511.9
US13607GLZ53,1059260
US37045VAP58,1058967.5
US651639AY25,1058748
US539439AV19,1058545.944
US949746JM44,1058430.938
US37045XAS53,1058424.444
US594918AT18,1058302.583
XS2114850949,1057928.556
US002824AY67,1057708.499
US09681LAL45,1057666.722
US91324PCN06,1057538.722
XS1828037827,1057520.95
US60688QAD79,1057500.389
XS1242957006,1057406.111
US856899AB55,1057279.167
FR0013455813,1057074.905
US91324PBE16,1056985.168
FR0013505542,1056864.926
US00440EAU10,1056847.194
XS0736418962,1056847
US37045XCL82,1056846.833
US98417EAK64,1056651.5
US693476BN25,1056528.333
US20030NBD21,1056438.472
US191216CL26,1056430.778
US66989PAC41,1056407.5
US71568PAA75,1056093.333
US594918BH60,1055834.944
US35177PAW77,1055743.167
US66989HAP38,1055677.222
JP582605AJB5,1055581.703
FR0013444502,1055570.951
XS1420337633,1055468.381
US85771PAL67,1055298.564
US87165BAM54,1055252.167
XS2053914524,1055239.667
US368266AR33,1055133.5
US404280BM08,1054854.5
US05253JAU51,1054709.417
XS0222383027,1054680.978
US665859AV62,1054535.5
US45262BAA17,1054471.611
FR0013444544,1054394.498
XS0858461758,1054290.111
US444859BE13,1054233.375
XS0826531120,1054167.107
US22532LAM63,1053843.924
US29278NAL73,1053696.986
XS0934539726,1053660.711
US20030NBP50,1053658.578
US7591EPAM25,1053648.778
US63861VAD91,1053410.222
US25389JAU07,1053262.8
US69349LAG32,1053210
US05565QCZ90,1053200.278
US89153VAE92,1053122
XS0097283096,1052805.071
US23291KAJ43,1052777.95
US25468PDM59,1052485.222
US80281LAH87,1052387.972
US931427AT57,1052320.556
US37045VAT70,1052183.25
US14040HCD52,1052182.111
US05964HAC97,1051988.778
US90520EAH45,1051645.5
US89153VAB53,1051406.639
US91159HHC79,1051370.333
US06366RJJ59,1051249.333
XS2024716099,1051236.043
US49456BAM37,1051155.5
US911312AQ92,1051104.5
XS1757821761,1050929.444
JP525003AH10,1050841.112
US606822AL88,1050822.333
US064159KD73,1050759.167
US65339KBF66,1050749
US25245BAB36,1050624.306
XS2168630205,1050421.07
US713448EV64,1050326.563
US05969BAA17,1050302.083
US822582AS19,1050299.639
US595112BP79,1050272.775
US369550BJ68,1050256.375
US08860HAA23,1049863.333
XS1697651468,1049753.444
XS2070192591,1049699.806
XS2162033729,1049663.667
US209111FF50,1049462.188
US82620KAR41,1049395
US589331AT41,1049290.667
US80283LAX10,1049157.473
US05565QCB23,1048886.444
XS1944390241,1048879.35
US86787EAT47,1048771.833
US30161NAS09,1048673.859
US78013X6D51,1048463.222
US55315NAA19,1048358.111
XS2049422343,1048330
US60687YAL39,1048174.25
US928668AZ53,1048081
US05565QBU13,1047911.75
US00287YCJ64,1047900.813
US008117AP87,1047860.389
US67077MAU27,1047819
CA00206RGB20,1047790.43
US69370PAC59,1047704.25
US717081EY56,1047532.333
US92890HAC60,1047427.833
US25468PCW41,1047026.833
US893526DM20,1046905.667
US26824KAA25,1046896
US80282KAS50,1046852.716
XS0982019126,1046820.379
XS1648298559,1046794.006
US89233P5F99,1046585.111
US740189AG06,1046563.778
XS0453820366,1046490.949
CA254687FU53,1046420.639
US30161NAY76,1046400.75
US92826CAG78,1046352.056
US63307A2J35,1046338
US12189LAP67,1046249.517
US225401AD03,1046179
US69370PAG63,1045811.806
US893526DJ90,1045474
US05531FAX15,1045467.5
XS1651072099,1045334.315
US87020PAH01,1045322.222
US00084DAT72,1045197.111
US31429KAD54,1044997.667
US406216AW19,1044834.222
US064159TE65,1044580
US822582AV48,1044522
US234064AB96,1044154.75
US11135FAU57,1044130
US70450YAB92,1044102.556
US136069TY74,1043856
US440452AF79,1043845
US11134LAM19,1043791.944
US037833DC16,1043722.333
XS1240751229,1043579.7
XS1691781865,1043566.482
US084659AF84,1043461.5
US458140BL39,1043372.75
XS1255436187,1043307.119
US06406RAC16,1043290
US09659W2A13,1043183.389
US22160KAQ85,1043098.889
US961214DQ36,1043015.333
US713448EZ78,1043001.083
US88032WAE66,1042984.25
US742718DY23,1042964.889
US89233P5T93,1042953.667
XS1957541953,1042949.855
US717081EM19,1042536.333
US05583JAA07,1042493
XS1856834608,1042354.977
US26867LAG59,1042339.833
XS1379122101,1042316.745
US63254AAW80,1042310.333
US88732JBA51,1042114.333
US136385AW17,1041745.278
US70450YAG89,1041388.333
US023135AM87,1041315.333
US459200HG92,1041186.75
US66989HAM07,1041123.333
US42824CBE84,1041020.5
XS0159497162,1040941.373
US06406RAK32,1040899.833
US126650CD09,1040818.333
US369550AU23,1040774.5
US244199BE40,1040742.111
US637639AB13,1040424.333
XS1900752814,1040259.544
US05253JAW18,1040175.278
XS2003500142,1040130.258
XS1936843439,1040128.772
XS2054533935,1040111.111
US12624LAA26,1040107.444
XS1565166789,1040097.556
US641062AJ39,1040018.778
US87612EAZ97,1039940.222
XS0994990280,1039905.981
US872540AU37,1039635
XS1793252419,1039627.804
US478160CD49,1039593.5
US25746UDC09,1039442.722
US037833CQ11,1039347.444
US83368RAU68,1039295.5
XS2147995299,1039006.286
XS1645684660,1038992.222
US595620AT22,1038803.747
US595017AQ75,1038784.833
US828807DG99,1038677
US20268JAC71,1038670.268
US05969LAA98,1038458.333
US87612EAU01,1038439.199
US80281LAF22,1038399.5
US22535WAA53,1038364.5
US075887BA64,1038352.444
US59156RBR84,1038192.25
US863667AY70,1037869
US046353AQ14,1037854.722
US064159SH06,1037670.556
US754730AF69,1037609.2
US41161EAA64,1037592.422
US91159HHS22,1037541.167
US63254AAU25,1037185
US06675FAS65,1037025.861
US60687YAV11,1037020
US59217GEE52,1036718.5
US86964WAH51,1036706.022
DE000A2TSTE8,1036596.394
US806851AG69,1036533.174
US26875PAT84,1036250.25
US037833DL15,1036235.444
XS1492681033,1036032.179
US12563UAA51,1035880.306
US806854AD77,1035788
US21688AAJ16,1035748
US278642AE34,1035509.889
US82939GAN88,1035471.167
US85771PAQ54,1035215.75
US63906YAA64,1035198.139
US368266AT98,1034998.2
US95040QAG91,1034936.043
US126408GK35,1034836.25
XS0630584166,1034698.12
US370334BM56,1034619.5
US911312BQ83,1034476.042
US548661DV65,1034437.833
XS1637863629,1034324.467
US46115HBC07,1034305
US233851DF80,1034292.45
US78015K7D03,1034261.833
XS1940150623,1033804.899
XS1054528457,1033799.591
XS0340495216,1033655.09
US641062AE42,1033599.2
XS1155697243,1033423.176
US63859UBE29,1032797.556
US80414L2A26,1032766.667
US595112BQ52,1032569.824
XS1893631330,1032543.064
US41135UAA34,1032403.778
FR0013066388,1032305.401
US25470DAJ81,1032182.838
US459200JQ56,1031786.444
XS2154348424,1031586.886
US07330NAQ88,1031576.917
US867914BM42,1031553
US278642AW32,1031333.3
FR0013506821,1031089.982
XS0399111912,1031076.88
US69832AAA43,1031015
US92345YAD85,1030804.9
US01626PAJ57,1030684
US89352HAE99,1030659.753
FR0013504693,1030556.082
US918204AZ14,1030521.722
US337738AP30,1030231.65
US460146CK70,1030133.867
US413875AW58,1030112.072
US44891ABE64,1030051.333
FR0013245867,1029888.949
US717081DZ31,1029873.778
XS0229567440,1029869.635
XS0399412443,1029805.856
XS2124965299,1029759.667
US806605AG68,1029747.337
FR0013282571,1029630.359
US91324PDP45,1029341.901
US23636AAU51,1029261.222
US87612EBG08,1029196.75
XS2014269018,1028874.611
US842400FZ13,1028737.2
US89236THA60,1028552
US161175BM51,1028448.6
XS1805368682,1028145.076
XS2177013765,1028091.583
XS2193982803,1028075.293
US12636YAC66,1028047.8
XS0627333221,1027895.452
US717081DE02,1027422.833
XS1458411276,1027286.258
US032654AN54,1027143.7
XS1955187858,1027106.281
US00772BAR24,1027069.833
XS1492671158,1027021.885
US29441WAB19,1026923.333
US67066GAD60,1026650.667
US2027A0HW27,1026525.889
US70450YAF07,1026405
US539439AK53,1026356.444
US133434AD26,1026043.625
US29379VAT08,1025778.125
XS1890845875,1025587.231
XS1750349190,1025580.1
US446150AK09,1025547.444
XS1645518819,1025528.827
US24422EUE75,1025244.45
US06738EBM66,1025227.056
US064159FL54,1025056.444
XS1238902057,1024872.523
FR0011193515,1024400.816
BE0934986036,1024395.058
US86960BAQ59,1024388.75
CA03524BAG10,1024146.136
CA064151QE68,1024094.332
XS1713666318,1024081.5
US12189LBD29,1023819.708
XS2176561095,1023817.738
XS1377228959,1023701.459
US12189TAZ75,1023472.125
US459506AL51,1023465.156
US06051GJC42,1023461.167
US45580KAG31,1023399.889
FR0012383982,1023208.249
US830505AT07,1023188.25
US718172BD03,1023169.813
XS1398336351,1023071.428
US23636AAH41,1022601.778
US857006AL44,1022568.917
US126408GY39,1022545.778
US822582BW12,1022266.111
US126408GS60,1022045.933
US637639AA30,1021775.667
US233851CK84,1021588.778
US04248NAA19,1021464.101
US191216BY55,1021368.167
US26884ABB89,1021239
XS0811555183,1021066.818
US842400GN73,1020697.8
XS1492458044,1020302.868
US02665WBG50,1020247.889
US00913RAB24,1020085.944
XS2115092012,1020042.767
US25278XAL38,1019961.083
US89114QCH92,1019914.444
XS1412711217,1019632.83
XS1242348164,1019525.5
XS0301197546,1019144.26
US88032WAT36,1018964.278
US064159VL70,1018817.222
US713448DV73,1018609.167
XS1511589605,1018595.06
FR0011625482,1018571.884
US87020PAK30,1018518.222
US71568PAP45,1018161.111
XS0306772699,1018100.084
US65473QBC69,1018029.25
XS2010045198,1018025.893
XS1411404426,1017745.138
US565849AP16,1017585.889
XS1511025907,1017233.75
US59833CAA09,1017164
XS1485745704,1016764.917
US38141GES93,1016703.704
XS2049331387,1016656.721
US29278NAP87,1016560.556
XS0350890470,1016353.828
XS2115053626,1016343.75
XS1426796477,1016266.667
XS1170137746,1016200.155
US29246BAE83,1015680.556
US532457BY33,1015568.5
US65557CBE21,1015531.111
XS2026710553,1015326.389
US565849AK29,1015032.667
US75405UAA43,1015015.317
US12189LBB62,1014641.313
JP525022AL60,1014457.885
US713448BZ06,1014343.417
XS1449950663,1014155.556
US713448EY04,1014064.5
XS2193666042,1013815.126
FR0012222297,1013813.541
US517834AE74,1013487.856
XS1492446460,1013292.661
US097023CD51,1013259.667
US743263AE50,1013211.442
US74977RDH49,1013199.611
US60871RAF73,1012647.333
US82938BAE02,1012638.4
XS2002019060,1012595.34
US59217GEH83,1012534
US98956PAT93,1012477.7
US89352HAT68,1012303.604
US57629WCU27,1012146.944
XS1437622977,1011950
XS1380334224,1011850.659
US101137AX52,1011843.683
US460146CP67,1011749.465
XS1366026919,1011649.599
US29250NAM74,1011323.5
US76720AAG13,1011310.187
XS0951216166,1011257.415
CH0379268722,1011038.022
FR0013407418,1010916.45
US53944YAM57,1010559.833
US126408HF31,1010553.067
US694308JH19,1010337
XS1718417717,1010089.362
US02209SAM52,1009893.05
US110122BK39,1009729.064
US001192AH64,1009630.903
US88032WAD83,1009580.2
US548661CX31,1009481.375
XS1772374770,1009462.017
US91324PCX87,1009454
US91324PCD24,1009435.042
XS2102904864,1009336.806
US20826FAC05,1009172.583
US87264ABG94,1008656.667
US00654GAA13,1008608.478
US036752AK91,1008588.442
US29379VBH50,1008465.306
US12561AAA16,1008444.444
US91533BAA89,1008430
XS2177013252,1008395.739
US254687ET97,1008293.111
US55608JAP30,1008148.851
XS0942082115,1008114.256
US883556BY71,1008104.167
XS1888206627,1008048.833
XS0423048247,1007884.796
US80282KAZ93,1007647.306
XS1939356645,1007191.783
XS2170609072,1006682.378
US15132HAH49,1006471.403
US58933YAY14,1006445.333
US756109AN42,1006411.581
US49456BAJ08,1005979.422
US084664BU46,1005707.111
CA07813ZCD48,1004805.648
XS2156583259,1004693.798
US406216BL45,1004551.211
US695114CL03,1004271.883
US682680AV54,1003997.778
XS2170362672,1003902.338
XS2122408854,1003841.667
XS1065371277,1003815.758
CA1360695D97,1003808.541
FR0013507852,1003405.154
US00037BAC63,1003394.417
XS2011969735,1003339.725
US22822VAU52,1002791.65
US75513EBB65,1002683.253
US38143YAC75,1002584.083
US58013MFH25,1002312.625
BE6243179650,1002169.264
US023135BP00,1002063.111
XS0746010908,1001615.397
XS2010044209,1001568.826
US032095AJ08,1001461.3
US369604BD45,1001291.473
US369550BH03,1001170.375
FR0013152907,1001158.627
US667274AC84,1001128.852
US16892DAC20,1000796.2
FR0013201621,1000575.355
XS0429422271,1000573.841
XS1822829799,1000370.795
FR0013409836,1000204.247
XS1721422068,999872.873
CA40427HTD57,999431.3648
US92826CAJ18,999431.0417
US12189LBC46,999345.375
XS0972530561,999228.6257
US30212PAP09,999200.8556
US91324PCZ36,998917.1236
US30161MAS26,998904.85
XS1505554771,998293.7991
XS0976223452,998283.4684
FR0013385473,998163.0141
XS2153459123,997976.1146
XS1520907814,997959.8187
XS1708167652,997958.1256
FR0010014845,997788.9757
US026874DB02,997560.6889
US254687FR23,997382.2708
XS1074144871,997317.1785
FR0013173432,997091.9719
US34959JAG31,996804.45
US80283LAA17,996633
XS1910948162,996630.3667
US62947QAV05,996406.125
XS1378880253,996168.4103
XS1654192274,996111.344
US76120HAA59,996084.8667
DE000A2RWAY2,996004.4024
CA254687CD65,995971.369
US12572QAH83,995871.0611
XS2087622069,995846.4034
US883556BZ47,995484.6
XS2150054372,994674.8205
US478160CM48,994001.1667
XS1769041192,993801.6393
US260543CJ01,993305.7
XS2150006133,993168.4825
FR0012939841,993132.0094
US651290AQ17,993125.85
US902494BD46,993125.8333
FR0010975656,992848.3885
CH0550413337,992634.8318
US701094AP92,992529.5111
XS2181959110,992509.0777
US12189LAZ40,992119.5
XS2002491863,991753.2696
FR0013155009,991672.4083
US694308JF52,991406.5
XS0940293763,991263.6389
XS1914502304,990964.7637
XS1748890230,990444.825
US101137AT41,990438.125
US628530BJ54,990338.0833
XS1221677476,990244.0015
US375558BJ18,990132.25
FR0013369493,990038.0371
US30161NAV38,989938.4583
US25470DBG34,989912.4167
XS1707075328,989760.3102
US00973RAF01,989727.0667
US054536AC14,989617.1731
XS1856799421,989561.5
US097023CM50,989530.9
XS1321920735,989440.1863
XS1422790615,989438.375
XS2035363485,989375.4451
US637071AK74,989323.9033
XS2170601848,989294.846
US65339KBG40,989047.35
DE000A289XG8,988685.9192
XS2100771547,988403.0673
US134429BH18,988196.5333
US00206RJL78,987803.8984
US268317AL89,987746.9
US30161MAN39,987323.4835
XS0906815591,987288.3432
US101137AW79,987212.525
XS2027364244,987114.8279
XS0996354956,987111.5774
US72650RBM34,986612.4778
US49456BAQ41,986539
US655844BV94,985790.2386
US816851BJ72,985737.3333
XS2147889427,985630.5304
FR0013359197,985585.422
XS1877595014,985580.5498
XS0291949120,985344.2972
US20605PAJ03,985179.8
XS1403499848,984883.7514
US882508BF00,984851.2292
US110122BM94,984825.2922
FR0010680041,984730.0426
XS1874122267,984617.7944
US049560AM78,984537.0625
US00507VAK52,984447.9944
US74432QCA13,984305.0833
FR0011689579,984295.4151
CA780086NK64,983975.2785
US07330MAA53,983963.3056
US10373QAY61,983919.1942
US87971MBH51,983778.75
XS1245292807,983695.5514
US254687ER32,983680.2388
US649322AA29,983454.5
US828807CS47,983348.775
US85440KAA25,983224.1875
US341081FX06,983133.2
US58013MFB54,982778.2167
FR0013506300,982264.3334
US29273RBF55,982196.6889
US05367AAJ25,981781.5889
US58013MFR07,981632
DE000A180B80,981426.7694
XS1908273219,981349.689
JP386680CF33,981167.9854
US717081EU35,980920.75
XS1721760541,980884.7216
XS2109806369,980839.6856
US05578AAN81,980041.5
XS2100904361,980035.8666
US58013MEZ32,979956.1667
XS1956027947,979788.0803
US907818EV64,979580.875
FR0013144201,979171.7191
XS2051914963,979138.7966
FR0013213303,979117.5077
XS0968913342,978981.6288
FR0013349099,978690.2316
XS1412266816,978634.5074
US032654AJ43,978573.8333
US776743AF34,978215.7333
XS1917358621,978188.6936
XS1726152108,978094.4937
US761713BA36,977824.75
US278865BE90,977314.75
FR0010039008,977252.381
US718172CH08,977166.825
FR0013358124,977104.4719
US171232AS07,976451.1333
FR0013504677,976300.6882
CA12657ZBE21,976230.0531
XS1900750107,974984.6765
US742718ER62,974867.8819
XS2151059206,974858.7024
BE6321529396,974844.494
US806851AH43,974782.2667
US59156RBD98,974724.9375
US867914BS12,974653.9167
XS1796209010,974537.0781
CA13596ZE680,974209.2386
US87124VAF67,973534.05
US482480AG50,973440.1778
US718172AM11,973315.8958
XS0969309847,973272.5266
XS1136406342,973024.8356
XS0387847576,972977.8178
US126408HH96,972720.3083
FR0013495181,972637.2088
XS1325645825,972423.0129
XS1718393439,972383.0831
FR0013396876,972348.8998
XS0995643003,972223.8772
US760759AU48,972051.7
XS1685542497,971962.2879
US92343VBJ26,971950.8998
XS1112678559,971949.9742
US775109BG57,971923.8333
XS2023644540,971755.3186
XS1369278764,971644.2673
XS1015217703,971379.2388
US913017CW70,971341.5
US134429BF51,970822.4472
US14912L6U06,970609.8278
XS1527556192,970303.184
US602736AB68,969975
XS2114852721,969974.1479
DE000A1919H2,969969.1519
US009158BC97,969877
XS2149280948,969780.3229
US548661DJ38,969653.3958
US341081FA03,969582.1
US00401MAA45,969206.568
US94106LBC28,969041
XS2055651918,969001.2165
US172967GK16,968985.144
XS1403264291,968982.4177
US278642AU75,968932
XS1205680785,968874.6427
XS1843459782,968845.5969
XS1616411119,968807.769
XS1255436005,968699.074
US03524BAE65,968243.3666
XS1795252672,968175.9996
DE000A2TR083,968139.7868
US00787CAC64,967822.2328
XS1761721262,967737.7123
US29379VBN29,967635
US15189XAT54,967527.2833
US20268JAB98,967430.2704
US254687CM62,967322.0136
US256677AC97,966959.65
XS0951155869,966943.6189
US097023CR48,966874.9333
XS1893631769,966652.147
US75886AAL26,966383.625
XS1955024986,966186.5423
XS1691349952,966148.603
US00130HCB96,966088.5
US88579YAY77,965978.8403
US36249SAA15,965926.928
US209111FQ16,965861.4
US10373QAV23,965553.6265
XS0372391945,965395.0178
US760759AT74,965145.3778
XS0121617517,965098.177
XS0858585051,965080.8124
XS1403388694,964884.9966
XS2156768546,964814.3605
US209111EU37,964717.5
XS1672151492,964629.342
XS1224955408,964598.2562
US406216BE02,964435.65
US05401AAH41,964386.0111
US126650DL16,964223.6667
US61945CAC73,963954.05
US96949LAE56,963784.1333
CA064151AR46,963776.0004
JP373540AD43,963666.7621
BE6301511034,963521.6809
DE000TLX2003,963386.0522
US458140AN04,963272.0833
US084659AP66,963239.4167
US025816CF44,963177.3111
XS1240751062,962984.3588
US911312BY18,962867.0833
US05401AAB70,962762.8944
XS1396285279,962700.5124
XS0458257796,962662.2372
US29364WBA53,962537.8333
US85771PAK84,962302.45
DE000DL19T26,962286.414
XS1551917591,962144.648
CA13596ZNQ41,961940.5387
US05968LAM46,961795.8333
XS2152796269,961660.3369
US75405UAD81,961403.9111
US714046AG46,961284.2667
XS1682538183,960940.1464
XS1076781589,960847.7451
XS0270347304,960767.4466
US110122BH00,960609.6415
XS1405762805,960039.9761
US92857WBC38,959862.2262
FR0013519071,959806.0567
XS1596795358,959768.1028
XS0744757526,959550.3
FR0012969038,959419.1922
XS2156598281,959345.9031
US03040WAT27,959262.5
XS1550951138,959147.3883
US50247VAB53,959085.625
XS1203854960,958957.6354
FR0013517026,958743.8424
XS1237271009,958449.3302
XS1269176191,958427.4895
XS1830986326,958220.2852
CA29251ZBK27,958124.7447
CA6330674V23,957938.5532
US31428XAW65,957653
US03040WAR60,957219.375
US459200JC60,957133.825
XS1936310371,957072
US404280AL34,957055.35
US655844BX50,956929.6708
US418056AZ06,956926.8
XS0954302104,956699.9695
XS0909369489,956611.7528
US126408HJ52,956350.1333
US02079KAB35,956158.9963
XS2177442295,955983.2271
US026874DF16,955850.25
FR0013344215,955559.2782
US575767AN80,955539.5769
XS1676933853,955502.4095
US74340XAW11,955458.6972
XS1112013666,955312.408
US37331NAH44,955211.3
XS2156581394,955012.8483
FR0013312501,954558.9488
US37940XAC65,954510.2083
US74445PAD42,954506.7708
XS1375957294,954404.1172
BE6295393936,954101.9707
XS0519902851,953953.9661
US035240AR13,953649.4167
XS2180008513,953545.6083
XS2052320954,953496.1799
US00205GAD97,953492.3639
US931142DG53,953321.5189
XS1222590488,953282.3088
XS1767050351,953225.7751
FR0013284254,953062.0255
US260543CE14,952970.125
FR0011225150,952948.9062
XS1612542669,952523.3172
FR0013232444,952487.3113
XS1197270819,952433.6272
XS1808482746,952384.4183
XS2176715667,952336.6523
US670346AH87,952292.4667
US61746BCY02,952274.249
US740189AM73,952239.6528
US775109AY72,952020.4
US260543CV39,951994
FR0013222494,951819.4987
XS1294342792,951699.3073
XS1645518736,951670.7734
XS1052677892,951667.6879
US857006AM27,951596.6222
XS0470740530,951442.7233
XS1203859928,951324.8052
XS0811690550,950976.3725
FR0013519048,950843.6409
FR0011261924,950821.2563
XS2178586157,950555.2486
XS1397134609,950239.5568
US775109AZ48,950195.025
US10112RBB96,950083.6278
XS1180651587,949849.3559
XS0834367863,949798.2684
XS0767278301,949748.746
XS1600410481,949295.4519
XS1405777316,949275.13
XS2001732101,949244.25
US26442UAB08,949171.0667
JP503601AK18,949076.3508
US067316AH25,948941.8556
FR0013286788,948696.3842
CH0314209351,948367.8825
XS1505132602,948366.9757
XS0854746343,948345.5735
XS1843435683,947985.3397
XS1847692636,947945.3012
XS1598835822,947872.1661
US29379VBB80,947865.8833
US75513EAT82,947862.0783
US75513EBD22,947746.5975
FR0010913178,947745.4943
FR0013332988,947284.4181
US88579YBG52,947239.4
US42824CAX74,947028.3975
FR0013344686,947007.18
XS1084563615,946919.8074
US370334CJ19,946912.9222
XS0168658853,946874.6814
ES0205032032,946864.3208
XS2163333656,946638.4369
FR0013257615,946398.7422
XS1963116964,946338.7542
PTEDPNOM0015,946281.8402
CA06369ZCF95,946214.3629
XS1209031019,946144.1044
XS2087639626,945856.1911
US12189LAX91,945719.8833
XS1057055060,945699.9452
XS1713463559,945398.5239
XS0706229555,945392.6798
US91324PDD15,945366.425
XS2114852218,945366.2517
US056752AM06,945219.5972
US666807BS00,945113.8333
XS1874128033,944944.7303
US278865BA78,944885.3167
XS1846632104,944793.5891
US571676AH87,944542.9
XS1082971588,944517.1208
US92343VBE39,944452.4828
XS1551068676,944388.1845
XS2058556536,944061.616
XS0877622034,943948.8016
XS0881362502,943944.2898
XS1747444831,943932.8419
XS1512827095,943896.9686
XS0825385858,943881.3223
US713448ET19,943784.75
XS1199964575,943547.4769
US65473QBG73,943513.6667
US067316AF68,943474.8444
US709599AS35,943117.875
US05530QAF72,943086.75
US695114CG18,943069.1667
US034863AW07,942892.6875
XS0873665706,942863.9787
US494550BU93,942855.25
US620076BN89,942623.6444
XS2169281487,942478.8525
US68268NAJ28,942432.075
US2027A0JK60,942284.4
US05578AAJ79,942013.9639
US29250NAS45,941986.1111
FR0013378452,941978.6846
US036752AC75,941902.1417
US37331NAJ00,941796.7
XS2002532567,941574.3397
XS2166619820,941466.0488
US487836AT55,941348.5875
DE000A19S4V6,941187.0541
US591560AA57,941084.375
US136375CV26,941008.1778
US90331HPC15,940938.05
XS0162869076,940758.9075
DE000A1PGWA5,940599.8106
US038222AG04,940495.5
US370334CE22,940451.5222
FR0013415692,940233.4028
XS2001270995,940172.4218
XS1517174626,939979.9056
XS1550135831,939863.6293
XS2171713006,939835.2943
XS0802953165,939206.1974
US89236TEC53,939143.8
XS1384281090,939074.9379
XS0943370543,939020.4837
US26442CAE49,939001.6333
US460146CN10,938890.4389
XS1627193359,938559.8663
US902494BJ16,938314.6667
XS1572343744,938175
FR0013506292,938174.0088
XS0862952297,937942.1828
XS0830194501,937822.2755
US101137AV96,937627.775
US416515BF08,937558.4
US747525BJ18,937476.1778
XS1292988984,936819.4551
XS2107435617,936739.3793
US046353AR96,936732.9611
XS1823246803,936717.9995
XS0856014583,936634.4273
XS1018032950,936579.992
XS0764637194,936511.638
US126408HG14,936410.8833
XS2058556296,936268.7472
US87938WAV54,936252.625
XS1888229249,936203.3177
XS1038708522,936166.7518
XS0790011398,936064.2604
