ISIN,Values
US694308JG36,1995998.267
US126650DG21,1989510.736
US931142EB57,1989458.5
US92826CAE21,1989271.833
CA780086RF34,1988757.479
US375558AZ68,1987629.583
US075887BW84,1986222.692
US879385AD49,1985486.458
US713448EU81,1985280.875
FR0012146801,1984887.823
US842587CV72,1984171.875
CA06368BJ907,1983105.307
US24703DAZ42,1982975.75
XS1346228577,1981974.878
XS1501166869,1977405.232
US80007RAF29,1976933.581
XS1843449122,1976036.102
US539439AQ24,1975122.625
US20030NCG43,1973994.196
US035240AP56,1972920.417
XS1861206636,1972594.806
XS0874864860,1972448.052
US254687FN19,1971635.653
US694308JJ74,1971314.858
US29278NAR44,1971306.178
US25470DAR08,1970775.056
XS0834399981,1968122.39
US46625HJM34,1967486.875
XS1840618216,1965837.199
US46625HRS12,1965729.889
US05969BAD55,1962327.257
US191216BS87,1959857.132
US60687YAD13,1957647.708
US375558AW38,1955798.25
DE000A13R7Z7,1954857.703
US031162CD02,1953610.19
US66989HAJ77,1953561.167
XS1384064587,1953538.769
US92343VCR33,1951649.368
US21684AAA43,1949890.104
US822582BT82,1949629.792
US03027XAW02,1947548.717
XS1254428896,1946600.11
US46647PAK21,1945587
US86562MAR16,1945350.944
US025816BM04,1945350.233
US539439AS89,1945238.75
US911312BW51,1944703.194
US92343VDV36,1944151.297
XS1045553812,1942936.176
US86562MAA80,1941827.611
US606822BM52,1941615.375
US254687EH59,1940959.706
US42824CAY57,1940090.863
XS1958307461,1939946.72
US29278GAC24,1939203.75
US539830BL23,1939163.409
XS1180130939,1938550.606
XS0140516864,1936472.201
US06367WHH97,1934331.583
DE000A289RN6,1932569.872
XS1538284230,1932434.186
US21684AAB26,1930618.958
XS1948611840,1930435.066
XS1402921412,1928122.437
US68389XAH89,1927090.972
US07274EAG89,1926570.625
US126650CU24,1924664.146
US38141GXA74,1924053.208
XS1392459381,1918990.725
US037833CG39,1918896.583
XS1605365193,1916875.117
US63946BAG59,1916454.6
US86964WAF95,1915907.606
US478160CF96,1915384.042
US30231GAF90,1913926.875
XS0148579666,1913667.735
US29279FAA75,1913414.903
US06051GGT04,1912944.688
US594918BC73,1912841.833
US822582BE14,1912415.875
XS1382791975,1912046.833
XS2153406868,1910196.839
XS1426022536,1908786.771
US075887BV02,1908187.167
US2027A0JN00,1907316.5
XS1310934382,1907191.395
US05581KAB70,1906936.5
US20030NCA72,1906049.475
XS0820547825,1905839.73
US92343VCM46,1903960.466
US037833CU23,1903560.458
XS1602547264,1903208.839
US771196AU61,1900883.851
US548661DQ70,1900401.75
US46647PAP18,1899404.16
XS1907120528,1899272.651
US16891VAB53,1898636.972
JP386680AG91,1898373.376
US713448DP06,1895852
US09659W2G82,1895052.05
US125523CE88,1894567.146
XS0933540527,1894446.424
US20030NCU37,1893310.083
US037833DP29,1893285.139
US172967MM08,1891241.733
XS0327443627,1890743.472
XS1190632999,1889856.348
XS0817639924,1889495.451
DE000A1G0RU9,1889431.006
XS1395021089,1888514.154
US65334HAG74,1888339.722
US031162CT53,1887886.778
XS1180256528,1887061.176
US20030NDG34,1886722.844
US46625HHV50,1886575.139
US48126BAA17,1885808.75
XS1511787589,1885495.632
US035240AG57,1885025.271
US054561AM77,1883225.419
US594918BL72,1882394.272
US38141GWT74,1881916.361
XS1174469137,1880891.49
XS1201001572,1880266.69
US06051GHU67,1880177.083
US53944YAE32,1879658.5
US55336VAM28,1879449.25
XS1799939027,1878789.628
US58933YAF25,1878286.278
XS1176079843,1877621.907
XS1197833053,1876602.78
XS2115091808,1876077.847
US075887BT55,1875685
US054536AA57,1874965.278
US035242AP13,1872263.145
US89236TGW99,1872025.75
XS1960678255,1870528.514
XS0819130302,1869399.077
US92857WBU36,1869279.417
XS2167007918,1869227.258
FR0013324340,1868301.007
US035242AN64,1868215.271
DE000A2GSCW3,1868017.836
US571748BJ05,1866683.472
XS1382368113,1866626.578
US11135FAM32,1866285.534
XS1379171140,1866206.283
US571748BG65,1865620.792
US91324PDL31,1865052.525
US368266AA08,1864875
US26441CAT27,1863234.75
US06738EBL83,1862749
US21684AAD81,1859287.5
US036752AD58,1858661.117
