ISIN,Values
US75524DAP50,519161.4583
US87264AAS42,518591.5972
US23311VAJ61,518556.25
US767744AA37,518470.4861
US69370CAB63,518367.2917
US680665AK27,518145.8333
US91689LAA89,517983.3333
US05545MAA09,517744.7917
US57665RAN61,516932.2917
US57701RAJ14,516885.4167
US013817AQ48,516839.8518
US00119LAA98,516822.9167
US52736RBH49,516521.6667
US52736RBG65,516451.4197
US33936YAC93,516421.875
US67059TAF21,516355
US46284VAG68,516250
US03938LBC72,515985.3333
US12505FAD33,515348.125
US02406PAU49,515315.03
US23311RAE62,515284.7222
US03959KAC45,515173.6111
US92770QAA58,514861.1111
US857691AF67,514780.9313
US1248EPBZ52,514416.6667
US92763MAA36,514129.1992
US03674PAL76,513842.7173
US47009LAC90,513534.5795
US98212BAH69,513142.0833
US63938CAH16,513093.75
US37185LAJ17,512817.25
US63938CAB46,512588.5417
US80627DAC02,512535.9722
US500605AH33,512333.3333
US69318UAB17,511893.4883
US44986UAD19,511578.125
US054303BA99,511551.2802
US63938CAJ71,511531.25
US14065HAA32,511416.6667
US958254AF13,511118.75
US78442FAZ18,510923.3508
US66977WAN92,510406.25
US615394AM52,510038.1944
US40060QAA31,510018.0556
US88947EAS90,509670.1875
US29359FAA03,509663.7
US57665RAL06,509567.7083
US77340RAM97,509535.0694
US89383JAA60,509466.1458
US23311VAD91,509257.9861
US118230AT82,509109.375
US98212BAM54,508950.4861
US98311AAA34,507689.2361
US15135UAG40,507353.6667
US23422RAB87,507072.9167
US483007AJ91,506942.7083
US53627NAA90,506873.6757
US26885BAA89,505212.0833
US00150LAA98,505172.3958
US44106MAQ50,505069.4444
US527298BC65,504609.375
US95081QAK04,503935.0694
US118230AU55,503687.5
US901109AF51,502057.2917
US829259AY67,501854.1667
US89365DAB91,501458.4762
US038522AN85,500855.4167
US727610AN78,500440.9722
US12653CAC29,499743.0556
US958254AE48,499377.0833
US626717AM42,498758.0387
US125581HA94,498378.2083
US435765AH53,498333.3333
US501797AJ37,498151.875
US539439AF68,497967.0068
US118230AK73,497806.25
US205768AR55,497239.5833
US745867AP60,497170.8333
US62913TAJ16,496866.1294
US81104PAA75,496685.7639
US45232TAA97,496533.2
US171484AE81,495857.6389
US45174HBG11,495857.6389
US501797AR52,494929.1667
US247361ZT81,494549.58
US150190AB26,492689.2361
US505742AF38,492197.9167
US674599DK85,491989.4508
US552704AD04,491759.4306
US83001AAC62,491618.0556
US81728UAA25,491309.5625
US44988MAA36,490913.3625
US26885BAB62,490765.625
US89668QAE89,490720.4861
US163851AE83,490449.6528
US85571BAL99,489945.9017
US680665AJ53,489467.0139
US26963PAA21,488606.25
US78573NAB82,487822.9167
US44810RAA68,487242.2222
US66977WAP41,486041.6667
US50077LAS51,485390.1132
US431318AQ79,484193.75
US47010BAA26,483828.125
US87724RAB87,483559.375
US88158UAA60,483164.4792
US97789LAC00,482453.4722
US962178AN91,482236.8125
US44106MAR34,482137.5
US87470LAE11,482093.75
US150190AC09,480947.9167
US896818AQ45,479372.3958
US526057CR37,476978.0329
US48666KAT60,476802.5
US36155WAK27,476626.5625
US431318AN49,476458.3333
US00404AAN90,476417
US57665RAG11,476312.5
US185899AH46,476036.1494
US87422VAG32,475542.4097
US67052NAA37,474551.3889
US644274AF98,473940.125
US624758AE88,473377.25
US19240CAA18,473109.7229
US31430QBG10,472276.116
US59001KAD28,472175.375
US44963BAE83,471225
US69007TAC80,471043.4028
US983130AU95,470923.6111
US701885AF22,470821.875
US98212BAG86,470662.6402
US247361ZP69,470572.5
US50200RAA14,468177.1875
US222070AB02,468103.4722
US88023UAD37,466759.6338
US81211KAW09,466698.6979
US594087AU28,466294.4444
US87422VAE83,465675.3775
US651229AX48,465635.2654
US156686AM96,465367.6215
US097751AY72,464371.5278
US226373AP35,464343.75
US36120RAA77,464116.4063
US00489LAD55,463912.5
US037411AZ87,463184.7486
US14879EAD04,462604.6875
US727493AB41,461826.3889
US82088KAE82,461631.25
US92346LAB99,461491.065
US86881WAD48,460736.8778
US36485MAK53,460290.625
US64110LAG14,459391.6667
US89705PAA30,459106.875
US81211KAU43,458814.0625
US40203CAA27,458584.6528
US38869AAB35,458462.5
US80874YBE95,458310.6944
US23110AAA43,457531.25
US30264DAA72,456979.1667
US552848AF09,456783.5069
US431475AD40,456306.8576
US15135UAJ88,456165.085
US037411AY13,455406.25
US87724RAE27,453707.0155
US75281AAY55,451909.5904
US02376RAC60,451745
US125581GX07,451459.7222
US81211KAV26,450592.9688
US02079UAA34,450172.3958
US501797AN49,449966.25
US88947EAK64,449939.4132
US62886EAX67,449479.1667
US81211KAX81,449431.7778
US037411AR61,449177.8867
US750236AU59,448706.25
US00790XAA90,448109.9063
US29336UAB35,447898.3244
US912909AN84,447499.1806
US303250AE41,446258.3333
US89385AAA34,446058.2734
US23311RAA41,445471.875
US11283YAD22,445291.6667
US699320AH03,445093.75
US150191AJ35,444829.6875
US59001AAY82,444800
US526057CT92,442331.7347
US42829LAF13,442252.6875
US88947EAT73,441674.3333
US81725WAH60,441437.5
US00791GAA58,439991.2708
US044209AF18,439739.2136
US15723RAC88,439545.8333
US74733VAC46,438742.9575
US81211KAY64,438316.6667
US235825AE66,437354.5139
US88047PAA21,436747.0317
US29390WAA45,436200
US810186AS55,435407.0955
US431571AD01,435183.3333
US24702RAF82,434778.3192
US86024TAA51,434114.5
US436440AM32,434095.8333
US315292AR32,434018.2291
US44485HAA23,433869.75
US644535AH91,433833.3333
US233293AS84,433454.5313
US750236AW16,433354.6875
US81721MAM10,433042.4722
US418751AB93,432966.6667
US46567TAA25,432842.7083
US65410CAA80,432805.125
US845467AN98,432699.9375
US30575FAA66,432583.5938
US502160AM62,432068.2813
US247361ZN12,431870.475
US526057BW31,431329.1667
US35640YAA55,431291.9271
US629209AA52,431195.8333
US68752DAC20,430351.3889
US59408TAA88,430096.875
US004498AB73,429921.8889
US74101XAF78,429050
US20854PAL31,428799.6069
US225310AM36,428790.2778
US893800AA08,428454.8217
US22819KAB61,428187.0222
US23311RAH93,428113.125
US109696AB05,427964
US00653GAB05,427657.6389
US64051NAA19,427591.5625
US04621XAK46,427411.1111
US20903XAE31,427288.7676
US21925AAE55,427190.625
US47032FAB58,426722.2222
US40390DAA37,426130.5556
US384637AA23,425641.6667
US92922PAL04,425314.0625
US44963BAD01,425170.8333
US143905AN72,424195.8333
US235822AB96,424136.5556
US88947EAN04,424126.9444
US450913AE80,424011.1111
US55354GAK67,423800
US86765LAN73,423620.2396
US34960PAB76,423506.25
US87422VAJ70,423375.6667
US563568AB08,423093.4028
US879369AE63,423087.5
US89055FAA12,422937.5
US92047WAF86,422855.6111
US30257WAA45,422456.475
US539439AC38,422190.8438
US92047WAB72,422036.3284
US75026JAA88,421998.6111
US513075BU47,421814.5
US032177AH01,421687.5
US22282EAG70,420882.5
US37185LAK89,419703.125
US22282EAH53,419564
US29278NAB91,419373.0903
US808625AA58,419192.5
US74759BAD55,418852.7778
US05605HAA86,418776.3889
US22282EAF97,418595.8333
US29362UAC80,418277.7778
US74101XAE04,418075
US233293AQ29,418010.3628
US74112BAL99,417824.2778
US608328BF64,417515.625
US153527AL06,417352.0556
US255882AA01,417248.9687
US019736AE70,417175
US343412AC69,417090.2778
US55616XAF42,416882.4667
US235825AG15,416437.5
US516806AF38,416430.3333
US15137NAA19,416235.2778
US536797AE38,416209.7222
US228255AH83,416083.1597
US871503AK44,415887.2222
US235825AF32,415359.7222
US88947EAU47,414673.3333
US47032FAA75,414066.1111
US55305BAS07,413979.1196
US060335AA40,413552.1632
US210383AA34,412663.8889
US00404AAM18,412538.75
US02406PAY60,412236.1111
US05605HAB69,412108.3333
US958254AK08,412102.7778
US914906AT95,412087.5
US452526AB21,411908.0658
US69007TAD63,411833.4444
US576323AN93,411564.1667
US559079AK49,410860
US50212YAC84,410751.3889
US45867XAG97,410736.6667
US87952VAP13,410587.5
US96208TAA25,410341.6667
US87261NAJ90,410020.3125
US44106MBA99,409696.875
US50067PAA75,409209.7222
US00973RAA14,409117.6
US92552VAN01,408855.5556
US465740AA65,408722.2222
US00165CAN48,408708.3333
US345370BR09,408430.6893
US89382PAA30,408050.0597
US02406PBA75,407897.8889
US032177AJ66,407751.3889
US50077DAE40,407590.3403
US958254AH78,407350
US00164VAC72,407289.4444
US315292AP75,407282.8125
US443628AF98,407247.2222
US29278NAS27,407183.75
US896522AH27,406635
US475795AD24,406329.1667
US88104UAC71,406004.1667
US05409AAA16,405772.2222
US45031UCD19,405758.3333
US30191BAA98,405713.1424
US89346DAF42,405650
US475795AC41,405209.7222
US47010BAF13,404812.5
US36168QAE44,404745
US431571AB45,404548.125
US513075BS90,404411.1111
US118230AR27,403572.5
US69327RAG65,403135.3889
US00773HAA59,403131.9444
US156504AH51,402881.0393
US07556QBR56,402723.6111
US701885AJ44,402654.1667
US27890GAB68,402350.9944
US225310AN19,402094.4444
US76119LAA98,401920.8333
US63938MAD83,401313.7153
US61965RAA32,400895.8333
US29336TAA88,400453.0958
US745867AM30,400231.875
US02753GAA76,400072.5694
US87470LAG68,399398.3333
US811054AG07,398656.9444
US749571AD71,398034.2222
US37954FAG90,397418.6667
US235822AA14,396661.4583
US552953CD18,396554.1667
US49377PAA49,396171.875
US559665AA25,395800
US893830BL24,395583.3333
US75606DAE13,395387.7813
US829259AW02,395281.9444
US98310WAN83,394475
US69344BAA35,394450.9375
US47232MAE21,393958.3333
US04364VAG86,392650
US55616XAL10,392559.7917
US48666KAR05,392072.9167
US00213MAS35,391454.1667
US12654TAA88,390757.5556
US98310WAL28,390370
US29365DAA72,389337.5417
US674599CK94,388975.5556
US48666KAV17,388661.6319
US35905AAA79,387821.875
US00081TAJ79,387664.0625
US526057CV49,387486.8721
US988498AD34,386405.816
US90171VAA35,386275
US57665RAJ59,386000.5625
US88947EAR18,385834.8958
US747262AW35,385641.9273
US87305RAH21,385605.4688
US67109EAA64,385510.3875
US81783QAB14,385227.1553
US707569AS84,384812.5
US29336UAF49,383866.5115
US62886HAP64,383821.3715
US59010QAB23,383747.2222
US629571AA86,382570.8333
US37185LAG77,382366.6667
US185899AB75,381704.1667
US89469AAB08,381285.8471
US47232MAD48,381130.5556
US54910HAA68,380318.75
US77340RAS67,379920
US87265HAG48,379785
US46116VAE56,379753.6458
US14987RAA68,379011.1111
US44106MBB72,378788.6875
US346232AD36,378136.1111
US77381WAA45,377177.7778
US89616RAB50,376650.0125
US26854XAB55,375714.0625
US103186AC61,375619.2708
US877249AD49,375539.0625
US984121CB79,374731.875
US87422VAA61,374564.6836
US87724LAA35,374258.1597
US483007AK64,374062.5
US808541AA42,373993.8125
US730481AJ74,373322.3958
US893830BK41,373140.625
US053773BC09,372830.5556
US781172AB79,372585.733
US210374AA27,372471.1806
US03674XAJ54,372250
US62943WAE93,371938.775
US59565XAC48,371537.8819
US07556QBT13,371277.7026
US70338PAC41,371174.7958
US74733VAB62,370871.6143
US86828LAA08,370134.7222
US505742AG11,369825
US421924BT72,369786.5694
US201723AN37,368882.9861
US043502AB91,368830.7292
US118230AM30,368545
US09739DAC48,368539.0625
US44106MAW29,368525
US185401AG14,368308.5938
US303250AF16,368297.2222
US98310WAM01,365973.125
US78471RAA41,365290.625
US253651AC78,364727.7778
US65548PAF36,364726.7361
US00790RAA23,364486.1111
US23311PAA84,364404.5139
US29355XAG25,364327.9063
US469815AH78,364294.2188
US055604AA02,364131.25
US745867AT82,363650
US12662PAD06,363563.8889
US47215YAA55,363510.2431
US864486AK16,362771.3542
US23311VAB36,362280.625
US099500AA88,362209.8958
US893830BF55,362040.9042
US546347AK18,361764.6032
US26439XAC74,361422.75
US97789LAA44,360472.6562
US95081QAM69,360122.0486
US247025AE93,360094.1667
US00913CAA71,359983.0208
US910047AJ87,359525
US36164YAB74,359007.6389
US030506AA79,358928.6458
US24229JAA16,358205.5556
US053773BA43,357898.4375
US007903AX53,357698.1881
US14739LAA08,357647.7431
US829259AU46,357596.7014
US04625HAA77,357358.8889
US11283WAC82,357149.4792
US23311VAF40,356964
US780153AW20,356834.7222
US61978XAA54,356726.2514
US988498AH48,356671.875
US46122XAG88,356436.0939
US84611WAB00,356225.825
US131477AL51,356213.7153
US345277AE74,356061.503
US928377AB61,355807.8125
US71376LAB62,355672.9167
US00215JAA79,355611.1111
US50177WAA99,355537.3403
US93266WAA18,354679.4354
US93627CAA99,354470.7113
US172441AX54,354448.6111
US55303XAF24,354023.2269
US38113YAC30,353852.125
US897787AA55,353685.5556
US48251UAF57,353531.5972
US879068AA20,353512.1528
US364725BB67,353459.8958
US85858EAB92,350099.6528
US76117WAB54,349467.4479
US88033GAV23,349142.474
US92346BAA35,347568.2787
US553777AA15,346995.1528
US22025YAP51,346640.5826
US832724AB40,346131.9167
US36166TAA88,345674.2882
US201723AK97,344812.1875
US92933BAP94,344739.2361
US197677AG24,344385.6306
US85858EAA10,344217.7083
US124847AC84,344008.3333
US44106MAY84,343923.6111
US053773BB26,343470.3125
US372491AF77,342888.4621
US18683KAM36,342693.5011
US48666KAX72,342213.5417
US87724RAC60,342067.223
US29357KAF03,341776.0417
US896818AP61,341281.4871
US85172FAF62,341043.75
US988498AJ04,341043.4896
US390607AE97,340987.4722
US880349AR61,340647.7778
US79546VAM81,340229.1667
US037411BG97,339889.875
US675232AA07,339714.5833
US96208LAA98,339097.151
US60855RAH30,338934.0625
US044209AM68,338562.6487
US29085TAC71,338474.5219
US022249AU09,337459.95
US65548PAE60,336776.5625
US372491AG50,336220.5234
US364725BC41,335530.9028
US577088AA59,335460.4167
US21039CAA27,335359.375
US00175PAA12,335288.2813
US44106MAX02,333842.5556
US109641AH39,333823
US44106MAV46,333819.7917
US70457LAA26,333583.3333
US21627UAA07,333350.4167
US77340RAT41,333281.6667
US257867BC45,333180.375
US01741RAH57,333130.7292
US284902AE37,333072.5
US69073TAS24,332659.375
US383909AF54,331734.375
US57164PAD87,331642.0139
US043436AT19,331513.3333
US381013AA98,330680.9896
US362393AA80,329834.375
US59001AAQ58,329239.9025
US62913TAP75,329156.25
US404139AD94,328961.9047
US08580BAA44,328677.7778
US98310WAQ15,328609.8958
US14282LAA17,327045.9375
US62957HAF29,326596.2531
US65342RAC43,326416.6667
US44106MAS17,326367.7083
US63530QAJ85,325723.6111
US89620JAC53,325131.7708
US153527AM88,324059.375
US121579AH97,323312.5
US92856JAB61,323302.0833
US45780RAA95,322731.25
US674599DH56,322541.5694
US86614RAM97,322204.1667
US958254AL80,321965.9722
US38869AAA51,321514.5833
US78469XAE76,321480.2083
US703343AC76,321437.5
US03851RAA23,321025
US44106MAT99,320818.75
US626738AD06,320578.125
US184496AP20,320544.2083
US733174AK28,320339.5833
US575385AB52,319872.9167
US948626AA44,319846.875
US59001ABA97,319470.8333
US38869PAM68,319103.125
US978097AF04,319090.625
US50077BAM00,318891.6667
US043502AA19,318453.625
US536797AC71,318243.75
US75040PAS74,318010.2431
US67777LAC72,317591.2111
US84779MAA27,317373.4375
US37185LAF94,317358.5625
US50187TAE64,317109.7917
US59563KAA88,317097.6563
US929566AJ62,316996.875
US431475AB83,316916.6667
US78469XAD93,316857.825
US690872AB26,316211.5417
US75026JAB61,316088.5417
US87265HAF64,315993.75
US40423BAA89,315909.6875
US50077LAJ52,315570.6369
US18538RAH66,315428.125
US59001KAG58,315354.1667
US88023JAD81,315131.25
US82088KAD00,314971.875
US45682RAA86,314925
US645370AB35,314782.8125
US880345AB97,314578.125
US404119AJ84,314270.8333
US644532AA18,313628.125
US563571AL27,313275
US81112FAA93,313191.6667
US12612WAB00,313072.8563
US626717AF90,312952.1682
US201723AL70,312582.2917
US939648AE19,312528.125
US21871MAA18,312469.375
US30227KAE91,312168.75
US87724RAG74,311698.6217
US44157TAA34,311584.5
US457153AF18,311570.8
US827048AU38,311264.5833
US92933BAK08,311245.9
US950399AB10,311114.1667
US131477AQ49,311081.4236
US12532MAA18,310991.8033
US29275YAB83,310941.6667
US84762LAV71,310875
US093645AJ88,310715.625
US61965RAB15,310645.8333
US48666KAY55,310420
US75508EAA64,310378.2818
US896215AG53,310184.375
US693522AH77,310055.2431
US55342UAE47,309987.5
US87161CAM73,309889.5
US74387UAJ07,309177.0497
US34407DAB55,308990.3646
US33767DAA37,308928.125
US927375AA33,308922.2778
US91911KAE29,308711.867
US421924BN03,308680.2083
US70959WAF05,308553.125
US144285AK99,308347.75
US126458AD05,307743.75
US14739LAB80,307332.2917
US89346DAE76,307204.1667
US02073MAA71,307156.25
US86614RAL15,306934.375
US45688CAA53,306637.5
US984121CJ06,305941.6667
US43283QAB68,305858.3901
US700677AR89,305738.1315
US12652HAA68,305229.75
US81721MAG42,304888.05
US346232AE19,304875
US29275YAC66,304657.7083
US073685AF69,304612.5
US526057CM40,304362.3324
US05330KAA34,304334.2586
US14161TAA07,303987.5
US724479AJ97,303595.0521
US402635AH93,303355.5507
US880394AB71,302520.8373
US00175PAB94,302259.375
US57069PAA03,302239.245
US786514BA67,302238.3698
US29273DAA81,302042.7083
US118230AN13,301483.75
US89238QAB59,301281.6667
US46648XAA63,301025.3125
US98310WAP32,300765
US359694AB24,300183.3333
US74733VAD29,298984.375
US552676AT59,298917.0833
US71376LAD29,298842.8819
US89376VAA89,297819.7917
US649445AC78,296434.5867
US256603AC54,295847.9167
US912920AK17,294554.6806
US01771YAA82,294450
US38748YAA01,294225
US374276AJ21,293193.75
US538034AN93,292734.375
US26439XAH61,292568.75
US043436AS36,291865
US42239PAA75,291567.9167
US14852LAA17,291195.8333
US37954FAD69,290508.3333
US29278MAA36,290067.5556
US45774NAB47,289996.0938
US530715AD31,288841.7784
US865033AC86,288573.9583
US988498AK76,288180.5208
US65489DAA28,288144.7917
US747262AM52,286356.8492
US01879NAA37,285250
US588056AW17,284695.8333
US03755LAC81,284485.875
US69145LAA26,284284.375
US910047AK50,284116.1458
US88830MAK80,283997.0614
US042728AA35,283933.0556
US59151KAK43,283928.75
US893830AT68,283699.6222
US109641AG55,283607.2917
US045086AH86,283583.9063
US55448QAQ91,283485.24
US85205TAG58,283379.5833
US30034VAB45,283298.0208
US24702RAM34,283081.3023
US626717AG73,282657.8125
US118230AS00,282425
US015514AA05,282209.7222
US18538RAG83,281084.375
US532716AK37,280344.1438
US516806AG11,279462.5
US29336UAG22,279314.5833
US577128AA93,279243.75
US577081AW27,279141.25
US984121CP65,278802.0095
US9226APAA30,278278.6458
US62913TAM45,276289.9035
US36162JAB26,275945.8333
US667449AA03,275831.5972
US88947EAQ35,273632.8125
US29336UAD90,272885.625
US475795AE07,271770.8333
US03764BAB18,271618.75
US501797AQ79,271330.088
US505742AD89,270562.8143
US118230AP60,268806.6667
US345370BZ25,268635.1379
US552676AR93,268621.5278
US216762AG93,267826.3889
US026375AR68,267678.559
US35640YAD94,267484.375
US74339KAA07,267478.5635
US33938DAA72,267265.625
US810186AP17,267192.7083
US172441BC09,266579.8611
US075896AA80,266529.775
US48251UAB44,266100.2484
US37953TAB17,265314.9022
US55305BAQ41,264541.5625
US07317QAH83,264218.75
US165167DD69,263782.1186
US460919AA12,263756.9444
US07556QBM69,263734.375
US665531AE93,263408.4748
US780153AG79,263387.5
US82873LAB18,263199.6528
US38869PAL85,262471.3542
US36159RAG83,262246.875
US045086AF21,262046.875
US651229AM82,261819.4444
US46289RAA32,261597.6042
US67576LAE65,261376.192
US83545GBC50,261282.1181
US69889MAA09,260777.0833
US74273XAA00,260768.75
US86614WAD83,260725.6944
US70457LAB09,260447.9167
US864486AJ43,260244.7917
US84762LAS43,259421.4931
US85205TAJ97,259415.4167
US78412FAW41,259404.1146
US89616RAA77,258962.7083
US910047AH22,258655
US626717AD43,258646.1188
US65342RAB69,258459.7222
US740212AK19,258343.7944
US892231AA90,258337.8676
US18538UAC09,257903.6458
US923725AB12,257484.375
US639365AG06,256586.7892
US001940AA33,255690.9722
US63902MAE84,255629.1667
US59151KAG31,255359.375
US144285AJ27,255051.4444
US740212AL91,254589.8042
US67059TAC99,254588.5417
US588056AU50,254239.5833
US20451NAE13,254190.1042
US095796AE85,254031.7083
US26884LAB53,253721.3542
US008674AH66,252975.1736
US77340RAD98,251927.0833
US07317QAG01,251562.5
US48244LAC28,251450
US978097AD55,251354.1667
US22025YAQ35,250751.3889
US29359NAA37,250529.0434
US402635AL06,250335.4839
US091935AE60,250259.5486
US87900YAF07,249689.2361
US629571AB69,249083.3333
US30162RAA95,248611.1111
US893829AA96,248191.2435
US34407DAC39,247506.25
US893828AA14,247079.7604
US577081AY82,246659.375
US68555PAA84,246500
US247916AM12,244685.6716
US045086AK16,243723.0903
US580638AC80,242387.5
US37247DAB29,242329.1667
US59151KAJ79,241183.75
US144577AH67,240943.2639
US984121CL51,240602.5
US55448QAS57,240235.38
US896818AL57,239493.75
US626717AA04,236759.375
US12612DAH98,235675.6536
US02376RAE27,235013.75
US577081AU60,233515
US004403AG64,232102.5
US29357KAD54,231802.0833
US81721MAK53,231589.1667
US92210KAC27,230564.9306
US532716AN75,229996.3333
US639365AH88,229798.4375
US95076PAA12,228737.3264
US26112TAJ51,228161.25
US78454LAK61,224415.3182
US55616XAM92,223812.3445
US216762AF11,223562.5
US78454LAN01,222168.3478
US767754AJ35,222043.3309
US912909AD03,220685.2083
US724479AN00,220281.875
US29336UAC18,218995
US927375AB16,217700.4167
US21871NAA90,217147.5694
US65504LAQ05,216539.0625
US876511AC01,215737.8472
US74022DAJ90,215396.7521
US78454LAP58,208013.0364
US36760BAE92,207490.3125
US247916AH27,207489.0708
US12595DAA54,205617.3264
US13123XAT90,205564.125
US86614WAC01,203361.8333
US36162JAA43,202639.7569
US075896AB63,202249.625
US629568AX43,199496.4799
US402635AE62,198420.969
US78412FAU84,196815.9722
XS1513776614,195491.6667
US78454LAH33,195355.7696
US04682RAC16,192259.375
US78454LAL45,188141.8722
US48244LAE83,188000
US675232AB89,185850
US65441VAA98,185358.0306
US674215AG39,180655.966
US39143GAA85,180600
US62426EAA38,179830.6933
US097751AL51,179501.0417
US62940QAA31,176939.0662
US402635AP10,176927.6665
US18683KAC53,176087.0719
US15138AAC45,173665.4327
US694183AA23,170414.0625
US315419AA96,169148.4375
US92676XAC11,165095.9028
US12505JAD54,163281.25
US893830AF64,162557.5
US59748TAA79,162451.0085
US00165CAB00,161788.3507
US00165AAH14,160120.8333
US55616XAJ63,155492.3611
US29336UAH05,154866.6667
US55616XAG25,152962.6736
US15138AAA88,140944.0905
US38502HAA32,139739.5833
US14282LAC72,137524.3056
US38502JAA97,136197.9167
US34984VAB62,135228.7422
US48253LAA44,131947.9167
US00165CAD65,129399.566
US379352AL15,129325
US13123XAZ50,121912.5
US12505JAA16,117630
US412418AA35,115687.5
US30283WAB00,110089.4357
US91889DAE67,100604.1667
US06846NAD66,95318.22222
US702150AD53,91286.45833
US47987LAA98,90445.83333
US561233AA57,87438.76267
US893830AZ29,85850.41667
US12505JAB98,83448.33333
US761519BF37,81485.625
US91889DAF33,79977.46875
US144577AJ24,79494.79167
US674215AK41,76041.66667
US06846NAF15,71624.13194
US702150AC70,62206.42361
USG9420RAA44,62082.4
US561233AD96,59750.31859
US674215AE80,56936.54635
US866142AA01,48029.16667
US561233AC14,46749.86737
US12958RAD98,44261.345
US06985PAN06,42827.08333
US13057QAG29,40325.6921
USG9420RAD82,40000
USG9420RAE65,40000
USG9420RAC00,37885.365
US91889DAC02,32026.266
US54238XAC20,31875
USG9420RAB27,31857.1
US74153QAJ13,30196.875
US91889DAD84,28204.90724
US165167DA21,24943.8
US15942RAF64,24000
US91889DAB29,22638.09075
US65504LAD91,20193.33333
US65504LAL18,19635
US65504LAN73,19425.375
US65504LAG23,17881.66667
US65504LAK35,17843.52602
US428337AA70,15187.5
US165167CN50,10900.6
US165167CZ80,10101.72
US65504LAP22,8059.6075
US69419WAA71,3264
US12509JAA79,811.019105
US11680JAA07,6
US527298BD49,--
US02154EAD13,--
US02406PAL40,--
US05352AAC45,--
US126307AT42,--
US126307AX53,--
US693522AG94,--
US383909AE89,--
US035287AE12,--
US914906AR30,--
US82967NAU28,--
US644535AF36,--
US29273AAA43,--
US28470RAF91,--
US256882AD30,--
US23918KAQ13,--
US82967NAL29,--
US87264AAJ43,--
US203372AM95,--
US120111BM05,--
US28470RAC60,--
US48250PAA84,--
US60740FAM77,--
US00404AAG40,--
US96950GAA04,--
US75606DAC56,--
US46284PAP99,--
US28470RAG74,--
